"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"22-SEP-2025","INTENTECH","Intense Technologies Ltd","MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","BUY","1,77,045","139.05","-"
"22-SEP-2025","INTENTECH","Intense Technologies Ltd","NEO APEX VENTURE LLP","SELL","1,20,591","139.04","-"
"22-SEP-2025","INTENTECH","Intense Technologies Ltd","NEO APEX VENTURE LLP","BUY","1,70,591","138.79","-"
"22-SEP-2025","INTENTECH","Intense Technologies Ltd","VISHAL KARWA","BUY","2,00,000","137.65","-"
"22-SEP-2025","KANDARP","Kandarp Dg Smart Bpo Ltd","PASHUPATI CAPITA SER PVT LTD","BUY","4,000","119.90","-"
"22-SEP-2025","KANDARP","Kandarp Dg Smart Bpo Ltd","PASHUPATI CAPITA SER PVT LTD","SELL","62,000","117.71","-"
"22-SEP-2025","KATARIA","Kataria Industries Ltd","SANGEETA SETHI","SELL","1,12,800","118.70","-"
"22-SEP-2025","MASTERTR","Master Trust Limited","SHARE INDIA SECURITIES LIMITED","BUY","15,500","143.29","-"
"22-SEP-2025","MASTERTR","Master Trust Limited","SHARE INDIA SECURITIES LIMITED","SELL","6,40,500","142.02","-"
"22-SEP-2025","MASTERTR","Master Trust Limited","SRESTHA FINVEST LIMITED","SELL","2,40,237","142.52","-"
"22-SEP-2025","MASTERTR","Master Trust Limited","SRESTHA FINVEST LIMITED","BUY","6,63,917","142.02","-"
"22-SEP-2025","NETWEB","Netweb Tech India Ltd","HRTI PRIVATE LIMITED","BUY","3,00,640","3,476.60","-"
"22-SEP-2025","NETWEB","Netweb Tech India Ltd","HRTI PRIVATE LIMITED","SELL","3,20,764","3,474.19","-"
"22-SEP-2025","NETWEB","Netweb Tech India Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","3,52,574","3,473.60","-"
"22-SEP-2025","NETWEB","Netweb Tech India Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","3,52,580","3,475.76","-"
"22-SEP-2025","NRVANDANA","N R Vandana Tex Ind Ltd","NEXUS EQUITY GROWTH FUND SCH-1","SELL","2,19,000","52.47","-"
"22-SEP-2025","POLYSIL","Polysil Irrigation Syst L","YAGNIK BHARATKUMAR TANK","SELL","68,000","218.15","-"
"22-SEP-2025","POLYSIL","Polysil Irrigation Syst L","YAGNIK BHARATKUMAR TANK","BUY","2,12,000","224.19","-"
"22-SEP-2025","PSRAJ","P S Raj Steels Limited","DIVYA NARPAT JAIN","SELL","45,000","206.32","-"
"22-SEP-2025","SAWALIYA","Sawaliya Food Products L","KINGSMAN WEALTH MANAGEMENT PRIVATE LIMITED","BUY","55,200","236.00","-"
"22-SEP-2025","SHALBY","Shalby Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","13,54,105","266.55","-"
"22-SEP-2025","SHALBY","Shalby Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","13,54,105","266.34","-"
"22-SEP-2025","SHANTI","Shanti Overseas (Ind) Ltd","HEMAL ARUNBHAI MEHTA","SELL","74,578","9.42","-"
"22-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,70,335","431.04","-"
"22-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,70,335","430.31","-"
"22-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","HRTI PRIVATE LIMITED","SELL","3,71,098","432.77","-"
"22-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","HRTI PRIVATE LIMITED","BUY","4,02,907","433.08","-"
"22-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","3,23,489","435.16","-"
"22-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","3,24,009","435.53","-"
"22-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","QE SECURITIES LLP","BUY","2,21,191","432.45","-"
"22-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","QE SECURITIES LLP","SELL","2,21,806","431.86","-"
"22-SEP-2025","SIKKO","Sikko Industries Limited","HARSHA RAJESHBHAI JHAVERI","SELL","1,38,000","68.01","-"
"22-SEP-2025","TAURIAN","Taurian MPS Limited","GREEN PEAKS ENTERPRISES LLP","BUY","6,400","267.95","-"
"22-SEP-2025","TAURIAN","Taurian MPS Limited","GREEN PEAKS ENTERPRISES LLP","SELL","64,800","267.95","-"
"22-SEP-2025","TAURIAN","Taurian MPS Limited","SAURABH TRIPATHI","BUY","44,800","267.95","-"
"22-SEP-2025","TECHD","TechD Cybersecurity Ltd","BIJAL PRITESH VORA","BUY","99,000","385.00","-"
"22-SEP-2025","TECHD","TechD Cybersecurity Ltd","GROWTH SECURITIES PRIVATE LIMITED","BUY","2,20,800","377.54","-"
"22-SEP-2025","URBANCO","Urban Company Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","1,25,64,061","193.44","-"
"22-SEP-2025","URBANCO","Urban Company Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","1,25,64,061","193.42","-"
"22-SEP-2025","VPRPL","Vishnu Prakash R Pungli L","NEOMILE CORPORATE ADVISORY LIMITED","SELL","3,98,098","105.34","-"
"22-SEP-2025","VPRPL","Vishnu Prakash R Pungli L","NEOMILE CORPORATE ADVISORY LIMITED","BUY","11,18,669","104.53","-"
"23-SEP-2025","AFFORDABLE","Afford Robo & Auto Ltd","MILIND MANOHAR PADOLE","SELL","3,25,000","249.32","-"
"23-SEP-2025","AFFORDABLE","Afford Robo & Auto Ltd","NEXUS GLOBAL OPPORTUNITIES FUND","BUY","1,00,000","249.38","-"
"23-SEP-2025","AFFORDABLE","Afford Robo & Auto Ltd","RAMESHCHANDRA CHIMANLAL SHAH","BUY","63,000","249.33","-"
"23-SEP-2025","AGIIL","Agi Infra Limited","CHUNGATH KARUNAKARAN PADMA KUMAR","BUY","6,81,025","1,170.00","-"
"23-SEP-2025","AGIIL","Agi Infra Limited","L7 SECURITIES PRIVATE LIMITED","BUY","5,000","1,174.90","-"
"23-SEP-2025","AGIIL","Agi Infra Limited","L7 SECURITIES PRIVATE LIMITED","SELL","1,71,692","1,170.23","-"
"23-SEP-2025","AGIIL","Agi Infra Limited","MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","SELL","1,92,443","1,170.28","-"
"23-SEP-2025","AGIIL","Agi Infra Limited","MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","BUY","1,94,036","1,176.84","-"
"23-SEP-2025","AGIIL","Agi Infra Limited","SETU SECURITIES PRIVATE LIMITED","SELL","1,40,000","1,183.11","-"
"23-SEP-2025","AHLADA","Ahlada Engineers Limited","SHAH SHARAD KANAYALAL","BUY","1,25,000","67.91","-"
"23-SEP-2025","ASIANHOTNR","Asian Hotels (North) Ltd","NARENDRA DHANUKA","SELL","1,02,000","335.22","-"
"23-SEP-2025","BFUTILITIE","BF Utilities Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","5,71,925","870.98","-"
"23-SEP-2025","BFUTILITIE","BF Utilities Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","5,71,925","870.39","-"
"23-SEP-2025","DENTA","Denta Water N Infra Sol L","HRTI PRIVATE LIMITED","BUY","1,50,047","461.32","-"
"23-SEP-2025","DENTA","Denta Water N Infra Sol L","HRTI PRIVATE LIMITED","SELL","1,61,970","462.98","-"
"23-SEP-2025","DHARIWAL","Dhariwalcorp Limited","JAINAM PRAKASHBHAI MEHTA","SELL","70,800","208.43","-"
"23-SEP-2025","DHARIWAL","Dhariwalcorp Limited","MOSAM SHAH","BUY","49,200","198.84","-"
"23-SEP-2025","DHARIWAL","Dhariwalcorp Limited","SUMICKSHA BANSAL","SELL","45,600","204.46","-"
"23-SEP-2025","DHARIWAL","Dhariwalcorp Limited","SUMICKSHA BANSAL","BUY","45,600","206.92","-"
"23-SEP-2025","DHARIWAL","Dhariwalcorp Limited","YAGNIK BHARATKUMAR TANK","SELL","48,000","198.21","-"
"23-SEP-2025","DHARIWAL","Dhariwalcorp Limited","YAGNIK BHARATKUMAR TANK","BUY","48,000","199.69","-"
"23-SEP-2025","EUROPRATIK","Euro Pratik Sales Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","6,56,405","258.11","-"
"23-SEP-2025","EUROPRATIK","Euro Pratik Sales Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","6,65,166","257.79","-"
"23-SEP-2025","GATECH","GACM Technologies Limited","ACHINTYA SECURITIES PRIVATE LIMITED","SELL","50,85,259","0.87","-"
"23-SEP-2025","GATECH","GACM Technologies Limited","ACHINTYA SECURITIES PRIVATE LIMITED","BUY","56,27,013","0.87","-"
"23-SEP-2025","GATECH","GACM Technologies Limited","SHARE INDIA SECURITIES LIMITED","SELL","86,55,805","0.87","-"
"23-SEP-2025","GATECH","GACM Technologies Limited","SHARE INDIA SECURITIES LIMITED","BUY","1,12,82,615","0.87","-"
"23-SEP-2025","GMDCLTD","Gujarat Min. Dev. Corpn","GRAVITON RESEARCH CAPITAL LLP","SELL","19,95,001","610.72","-"
"23-SEP-2025","GMDCLTD","Gujarat Min. Dev. Corpn","GRAVITON RESEARCH CAPITAL LLP","BUY","19,95,001","610.30","-"
"23-SEP-2025","GMDCLTD","Gujarat Min. Dev. Corpn","HRTI PRIVATE LIMITED","SELL","25,00,980","615.01","-"
"23-SEP-2025","GMDCLTD","Gujarat Min. Dev. Corpn","HRTI PRIVATE LIMITED","BUY","28,13,606","614.40","-"
"23-SEP-2025","GMDCLTD","Gujarat Min. Dev. Corpn","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","27,20,723","619.70","-"
"23-SEP-2025","GMDCLTD","Gujarat Min. Dev. Corpn","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","27,20,723","619.36","-"
"23-SEP-2025","GSMFOILS","GSM Foils Limited","SWAPNIL MEHTA","SELL","86,000","213.74","-"
"23-SEP-2025","INDOTHAI","Indo Thai Sec Ltd","YAGNIK BHARATKUMAR TANK","BUY","2,98,902","224.74","-"
"23-SEP-2025","INDOTHAI","Indo Thai Sec Ltd","YAGNIK BHARATKUMAR TANK","SELL","6,24,631","222.78","-"
"23-SEP-2025","INTENTECH","Intense Technologies Ltd","JAYANT  DWARKANATH","SELL","3,17,607","138.00","-"
"23-SEP-2025","INTENTECH","Intense Technologies Ltd","NOVA GLOBAL OPPORTUNITIES FUND PCC - TOUCHSTONE","BUY","3,25,000","137.99","-"
"23-SEP-2025","INTENTECH","Intense Technologies Ltd","PUNEET AGARWAL","BUY","2,00,000","145.21","-"
"23-SEP-2025","IRMENERGY","IRM Energy Limited","HRTI PRIVATE LIMITED","SELL","7,26,366","379.19","-"
"23-SEP-2025","IRMENERGY","IRM Energy Limited","HRTI PRIVATE LIMITED","BUY","7,54,584","377.63","-"
"23-SEP-2025","IRMENERGY","IRM Energy Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","6,69,588","378.71","-"
"23-SEP-2025","IRMENERGY","IRM Energy Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","6,69,588","378.62","-"
"23-SEP-2025","IRMENERGY","IRM Energy Limited","QE SECURITIES LLP","SELL","3,38,925","379.88","-"
"23-SEP-2025","IRMENERGY","IRM Energy Limited","QE SECURITIES LLP","BUY","3,57,492","379.62","-"
"23-SEP-2025","JAINAM","Jainam Fer Alloys (I) Ltd","MOTI CHAND JAIN","SELL","65,500","265.63","-"
"23-SEP-2025","KALANA","Kalana Ispat Limited","KARNIKA INDUSTRIES LIMITED","SELL","4,000","37.28","-"
"23-SEP-2025","KALANA","Kalana Ispat Limited","KARNIKA INDUSTRIES LIMITED","BUY","68,000","31.63","-"
"23-SEP-2025","KALANA","Kalana Ispat Limited","SHRISHTI AGRAWAL","BUY","1,58,000","40.62","-"
"23-SEP-2025","KALANA","Kalana Ispat Limited","SHRISHTI AGRAWAL","SELL","3,02,000","31.09","-"
"23-SEP-2025","KALANA","Kalana Ispat Limited","SUMIT TAPARIA","SELL","78,000","41.17","-"
"23-SEP-2025","KEC","KEC International Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","15,58,886","917.57","-"
"23-SEP-2025","KEC","KEC International Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","15,58,886","917.93","-"
"23-SEP-2025","MANAKALUCO","Manak Aluminium Co. Ltd.","ANIRUDHA AGRAWAL","BUY","3,95,000","29.90","-"
"23-SEP-2025","MANAKALUCO","Manak Aluminium Co. Ltd.","INCREDIBLE FINESSE PRIVATE LIMITED","SELL","3,95,000","29.90","-"
"23-SEP-2025","MAXVOLT","Maxvolt Energy Indus L","REHANA ANWAR SHAIKH","SELL","63,200","230.56","-"
"23-SEP-2025","MGEL","Mangalam Global Ent Ltd","CHUNGATH KARUNAKARAN PADMA KUMAR","SELL","20,48,114","16.25","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","HRTI PRIVATE LIMITED","BUY","37,32,940","65.66","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","HRTI PRIVATE LIMITED","SELL","37,64,639","66.14","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","IRAGE BROKING SERVICES LLP","SELL","8,43,194","65.76","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","IRAGE BROKING SERVICES LLP","BUY","12,61,529","66.61","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","29,03,491","66.52","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","29,03,491","66.45","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","MATHISYS ADVISORS LLP","BUY","27,38,672","66.81","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","MATHISYS ADVISORS LLP","SELL","27,80,703","66.68","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","QE SECURITIES LLP","BUY","26,71,221","66.47","-"
"23-SEP-2025","MICEL","MIC Electronics Ltd","QE SECURITIES LLP","SELL","27,59,438","66.27","-"
"23-SEP-2025","NDRINVIT","NDR INVIT Trust","ARYAMAN JHUNJHUNWALA DISCRETIONARY TRUST","BUY","29,00,000","115.00","-"
"23-SEP-2025","NDRINVIT","NDR INVIT Trust","ARYAVIR JHUNJHUNWALA DISCRETIONARY TRUST","BUY","29,00,000","115.00","-"
"23-SEP-2025","NDRINVIT","NDR INVIT Trust","DAMANI RADHAKISHAN","BUY","87,00,000","115.00","-"
"23-SEP-2025","NDRINVIT","NDR INVIT Trust","INFRA INDIA OPPORTUNITIES PARENT LIMITED","SELL","90,75,000","115.00","-"
"23-SEP-2025","NDRINVIT","NDR INVIT Trust","INFRA INDIA OPPORTUNITIES PARENT LIMITED","SELL","1,73,75,000","115.00","-"
"23-SEP-2025","NDRINVIT","NDR INVIT Trust","NISHTHA JHUNJHUNWALA DISCRETIONARY TRUST","BUY","28,75,000","115.00","-"
"23-SEP-2025","NDRINVIT","NDR INVIT Trust","STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED","BUY","26,00,000","115.00","-"
"23-SEP-2025","NDRINVIT","NDR INVIT Trust","VALUEQUEST INVESTMENT ADVISORS PVT LTD","BUY","38,50,000","115.00","-"
"23-SEP-2025","NETWEB","Netweb Tech India Ltd","HRTI PRIVATE LIMITED","BUY","2,84,223","3,493.46","-"
"23-SEP-2025","NETWEB","Netweb Tech India Ltd","HRTI PRIVATE LIMITED","SELL","2,86,371","3,504.17","-"
"23-SEP-2025","NIRMAN","Nirman Agri Gentics Ltd","BONANZA PORTFOLIO LTD","BUY","67,500","231.00","-"
"23-SEP-2025","NIRMAN","Nirman Agri Gentics Ltd","BONANZA PORTFOLIO LTD","SELL","76,200","230.99","-"
"23-SEP-2025","NIRMAN","Nirman Agri Gentics Ltd","LIESHA CORPORATION PRIVATE LIMITED .","SELL","54,000","230.95","-"
"23-SEP-2025","NIRMAN","Nirman Agri Gentics Ltd","LIESHA CORPORATION PRIVATE LIMITED .","BUY","60,600","231.00","-"
"23-SEP-2025","NIRMAN","Nirman Agri Gentics Ltd","NIRAV DINESHBHAI CHAUDHARI","BUY","1,04,100","230.96","-"
"23-SEP-2025","NIRMAN","Nirman Agri Gentics Ltd","NIRAV DINESHBHAI CHAUDHARI","SELL","1,04,100","231.00","-"
"23-SEP-2025","NIRMAN","Nirman Agri Gentics Ltd","PRANAV KAILAS BAGAL","SELL","1,50,000","231.00","-"
"23-SEP-2025","OLIL","Oneclick Logistics Ind L","SWETA KHARKIA","SELL","22,800","268.53","-"
"23-SEP-2025","OSIAHYPER","Osia Hyper Retail Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","24,16,000","26.79","-"
"23-SEP-2025","PARTH","Parth Elec & Eng Ltd","INDIA MAX INVESTMENT FUND LIMITED","SELL","1,00,000","225.00","-"
"23-SEP-2025","PENTAGON","Pentagon Rubber Limited","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","49,000","74.42","-"
"23-SEP-2025","PENTAGON","Pentagon Rubber Limited","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","49,000","75.15","-"
"23-SEP-2025","REFEX","Refex Industries Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","14,07,037","388.83","-"
"23-SEP-2025","REFEX","Refex Industries Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","14,07,037","389.32","-"
"23-SEP-2025","SAMMAANCAP","Sammaan Capital Limited","PLUTUS WEALTH MANAGEMENT LLP","SELL","1,16,00,000","137.26","-"
"23-SEP-2025","SARVESHWAR","Sarveshwar Foods Limited","MADHAV LALITBHAI KELLA","SELL","70,94,990","6.57","-"
"23-SEP-2025","SCML","Sharp Chucks N Machines L","ANUJ SHANTILAL BADJATE","SELL","60,000","87.01","-"
"23-SEP-2025","SGL","STL Global Limited","LAKHUBHA SOLANKI","BUY","4,48,068","19.59","-"
"23-SEP-2025","SGL","STL Global Limited","LAKHUBHA SOLANKI","SELL","4,73,307","19.48","-"
"23-SEP-2025","SGL","STL Global Limited","ZALA SHAILENDRASINH C","BUY","1,43,008","19.37","-"
"23-SEP-2025","SGL","STL Global Limited","ZALA SHAILENDRASINH C","SELL","1,54,508","19.29","-"
"23-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","HRTI PRIVATE LIMITED","BUY","2,10,858","454.02","-"
"23-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","HRTI PRIVATE LIMITED","SELL","2,11,324","458.05","-"
"23-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","1,70,573","456.19","-"
"23-SEP-2025","SHREEPUSHK","Shre Push Chem & Fert Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","1,70,573","456.61","-"
"23-SEP-2025","SUBROS","Subros Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","3,83,033","1,135.54","-"
"23-SEP-2025","SUBROS","Subros Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","3,83,033","1,134.48","-"
"23-SEP-2025","SUNREST","Sunrest Lifescience Ltd","BHARATKUMAR VARDHILAL THAKKAR","SELL","44,800","44.00","-"
"23-SEP-2025","SUNREST","Sunrest Lifescience Ltd","NIKHILKUMAR YASHVNTLAL THAKKAR","SELL","27,200","44.18","-"
"23-SEP-2025","SUNREST","Sunrest Lifescience Ltd","POOJA RAHUL SHAH","BUY","78,400","44.00","-"
"23-SEP-2025","TECHD","TechD Cybersecurity Ltd","ALGOQUANT FINTECH LIMITED  .","BUY","75,600","404.25","-"
"23-SEP-2025","UNIVASTU","Univastu India Limited","KABRA  PRIYA","BUY","63,904","246.79","-"
"23-SEP-2025","UNIVASTU","Univastu India Limited","KABRA  PRIYA","SELL","63,904","248.84","-"
"23-SEP-2025","VCL","Vaxtex Cotfab Limited","ARTIBEN JAGDISHBHAI AKHANI","BUY","15,75,000","1.05","-"
"23-SEP-2025","VINEETLAB","Vineet Laboratories Ltd","VENKATA RAMANA GADDAM","SELL","1,00,000","36.03","-"
"23-SEP-2025","WHEELS","Wheels India Ltd","HDFC MUTUAL FUND","BUY","1,27,940","809.00","-"
"24-SEP-2025","AAATECH","AAA Technologies Limited","ANJAY RATANLAL AGARWAL","SELL","1,97,829","81.55","-"
"24-SEP-2025","AAATECH","AAA Technologies Limited","NOVA GLOBAL OPPORTUNITIES FUND PCC - TOUCHSTONE","BUY","2,21,400","81.49","-"
"24-SEP-2025","AHCL","Anlon Healthcare Limited","RP FAMILY PRIVATE TRUST","BUY","3,00,000","140.00","-"
"24-SEP-2025","AKZOINDIA","Akzo Nobel India Limited","GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO","BUY","4,49,823","3,358.80","-"
"24-SEP-2025","AKZOINDIA","Akzo Nobel India Limited","IMPERIAL CHEMICAL INDUSTRIES LIMITED","SELL","22,77,015","3,358.80","-"
"24-SEP-2025","AKZOINDIA","Akzo Nobel India Limited","NIPPON INDIA MUTUAL FUND","BUY","8,14,894","3,358.80","-"
"24-SEP-2025","AKZOINDIA","Akzo Nobel India Limited","WF ASIAN SMALLER COMPANIES FUND LTD","BUY","5,28,500","3,358.80","-"
"24-SEP-2025","ANANTRAJ","Anant Raj Industries Limi","GRAVITON RESEARCH CAPITAL LLP","BUY","21,40,189","690.29","-"
"24-SEP-2025","ANANTRAJ","Anant Raj Industries Limi","GRAVITON RESEARCH CAPITAL LLP","SELL","21,42,220","690.57","-"
"24-SEP-2025","ARCHIES","Archies Limited","ARPIT JAIN HUF","BUY","1,71,752","24.15","-"
"24-SEP-2025","ARCHIES","Archies Limited","ARPIT JAIN HUF","SELL","1,71,752","23.40","-"
"24-SEP-2025","ATALREAL","Atal Realtech Limited","ALTIZEN VENTURES LLP","BUY","3,32,366","21.11","-"
"24-SEP-2025","ATALREAL","Atal Realtech Limited","ALTIZEN VENTURES LLP","SELL","5,64,175","21.05","-"
"24-SEP-2025","BAJAJELEC","Bajaj Electricals Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","16,08,525","626.16","-"
"24-SEP-2025","BAJAJELEC","Bajaj Electricals Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","16,08,525","626.46","-"
"24-SEP-2025","BAJAJHCARE","Bajaj Healthcare Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","2,12,784","494.76","-"
"24-SEP-2025","BAJAJHCARE","Bajaj Healthcare Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","2,12,784","495.58","-"
"24-SEP-2025","BANARBEADS","Banaras Beads Ltd","ARUNA AGGARWAL","BUY","38,283","134.82","-"
"24-SEP-2025","BANARBEADS","Banaras Beads Ltd","ARUNA AGGARWAL","SELL","38,283","135.12","-"
"24-SEP-2025","BHARATGEAR","Bharat Gears Ltd","IRAGE BROKING SERVICES LLP","SELL","74,982","119.33","-"
