"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"25-JUN-2009","JPASSOCIAT","Jaiprakash Associates Lim","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","4,52,637","217.00",
"25-JUN-2009","JPASSOCIAT","Jaiprakash Associates Lim","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","4,52,637","217.00",
"25-JUN-2009","LT","Larsen & Toubro Limited","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","3,62,304","1,527.00",
"25-JUN-2009","LT","Larsen & Toubro Limited","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","3,62,304","1,527.00",
"25-JUN-2009","M&M","Mah & Mah Ltd.","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","1,44,744","730.00",
"25-JUN-2009","M&M","Mah & Mah Ltd.","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","1,44,744","730.00",
"25-JUN-2009","MARUTI","Maruti Suzuki India Ltd","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","99,234","1,066.00",
"25-JUN-2009","MARUTI","Maruti Suzuki India Ltd","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","99,234","1,066.00",
"25-JUN-2009","NTPC","NTPC Limited","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","8,49,816","200.00",
"25-JUN-2009","NTPC","NTPC Limited","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","8,49,816","200.00",
"25-JUN-2009","ONGC","Oil & Natural Gas Corp","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","2,94,372","1,033.00",
"25-JUN-2009","ONGC","Oil & Natural Gas Corp","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","2,94,372","1,033.00",
"25-JUN-2009","RCOM","Reliance Comm. Ltd.","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","5,13,264","308.00",
"25-JUN-2009","RCOM","Reliance Comm. Ltd.","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","5,13,264","308.00",
"25-JUN-2009","RELIANCE","Reliance Industries Ltd","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","5,40,570","2,015.00",
"25-JUN-2009","RELIANCE","Reliance Industries Ltd","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","5,40,570","2,015.00",
"25-JUN-2009","RELINFRA","Reliance Infrastructu Ltd","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","1,01,010","1,270.00",
"25-JUN-2009","RELINFRA","Reliance Infrastructu Ltd","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","1,01,010","1,270.00",
"25-JUN-2009","SBIN","State Bank of India","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","1,96,470","1,730.00",
"25-JUN-2009","SBIN","State Bank of India","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","1,96,470","1,730.00",
"25-JUN-2009","STER","Sterlite Industries ( Ind","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","1,94,694","582.00",
"25-JUN-2009","STER","Sterlite Industries ( Ind","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","1,94,694","582.00",
"25-JUN-2009","SUNPHARMA","Sun Pharma  Ltd","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","56,166","1,355.00",
"25-JUN-2009","SUNPHARMA","Sun Pharma  Ltd","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","56,166","1,355.00",
"25-JUN-2009","TATAMOTORS","Tata Motors Limited","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","1,70,940","363.00",
"25-JUN-2009","TATAMOTORS","Tata Motors Limited","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","1,70,940","363.00",
"25-JUN-2009","TATAPOWER","Tata Power Co. Ltd.","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","1,07,004","1,147.00",
"25-JUN-2009","TATAPOWER","Tata Power Co. Ltd.","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","1,07,004","1,147.00",
"25-JUN-2009","TATASTEEL","Tata Steel Limited","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","3,51,648","407.00",
"25-JUN-2009","TATASTEEL","Tata Steel Limited","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","3,51,648","407.00",
"25-JUN-2009","TCS","TATA CONSULTANCY SERV LTD","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","1,84,680","386.00",
"25-JUN-2009","TCS","TATA CONSULTANCY SERV LTD","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","1,84,680","386.00",
"25-JUN-2009","WIPRO","Wipro Ltd","BARCLAYS GLOBAL INVESTOR NA ISHARES BSE SENSEX MAURITIUS CO","BUY","1,99,800","382.00",
"25-JUN-2009","WIPRO","Wipro Ltd","CITIGROUP GLOBAL MKTS MAURITIUS PVT LTD- SELL CODE","SELL","1,99,800","382.00",
"09-JUL-2009","HGSL","Hinduja Global Sols Ltd","AASIA EXPORTS","SELL","2,00,000","285.00",
"09-JUL-2009","HGSL","Hinduja Global Sols Ltd","AASIA MANAGEMENT AND CONSULTANCY P LTD","BUY","2,00,000","285.00",
"09-JUL-2009","USHAMART","Usha Martin Limited","PRAJEEV INVESTMENTS LTD","BUY","25,00,000","45.00",
"09-JUL-2009","USHAMART","Usha Martin Limited","USHA MARTIN VENTURES LTD.","SELL","25,00,000","45.00",
"21-JUL-2009","JBMA","JBM Auto Limited","AMITY INFOTECH PVT.LTD.","BUY","10,00,000","30.90",
"21-JUL-2009","JBMA","JBM Auto Limited","VALOUR CONSTRUCTION LTD.","SELL","10,00,000","30.90",
"22-JUL-2009","JBMA","JBM Auto Limited","VALOUR CONSTRUCTION LTD.","SELL","10,00,000","31.00",
"22-JUL-2009","JBMA","JBM Auto Limited","ZEAL IMPEX & TRADERS PRIVATE LIMITED","BUY","10,00,000","31.00",
"30-JUL-2009","TCS","TATA CONSULTANCY SERV LTD","BARCLAYS GLOBAL INVESTORS NORTH ASIA LIMITED ISHARES BSE SEN","BUY","1,52,760","500.00",
"30-JUL-2009","TCS","TATA CONSULTANCY SERV LTD","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","SELL","1,52,760","500.00",
"18-AUG-2009","EVERONN","Everonn Systems India Lim","B R INTERNATIONAL","SELL","2,94,425","353.00",
"18-AUG-2009","EVERONN","Everonn Systems India Lim","NANDITA MIHIR MEHTA","BUY","2,94,425","353.00",
"26-AUG-2009","PSL","PSL Limited","CLSA (MAURITIUS) LIMITED","SELL","3,80,000","153.85",
"26-AUG-2009","PSL","PSL Limited","CREDIT SUISSE (SINGAPORE) LIMITED A/C CREDIT SUISSE (SINGAP","BUY","3,80,000","153.85",
"04-SEP-2009","LAKSHMIEFL","Lakshmi Energy and Foods","CREDIT SUISSE (SINGAPORE) LIMITED A/C CREDIT SUISSE (SINGAP","BUY","8,70,000","127.80",
"04-SEP-2009","LAKSHMIEFL","Lakshmi Energy and Foods","MACQUARIE BANK LIMITED","SELL","8,70,000","127.80",
"07-SEP-2009","LAKSHMIEFL","Lakshmi Energy and Foods","CREDIT SUISSE (SINGAPORE) LIMITED A/C CREDIT SUISSE (SINGAP","BUY","6,00,000","129.95",
"07-SEP-2009","LAKSHMIEFL","Lakshmi Energy and Foods","DEUTSCHE SECURITIES MAURITIUS LIMITED","SELL","6,00,000","129.95",
"14-SEP-2009","NOVAPETRO","Nova Petrochem Limited","CHIRIPAL INDUSTRIES LIMITED","SELL","5,00,000","20.25",
"14-SEP-2009","NOVAPETRO","Nova Petrochem Limited","MANJUDEVEI JAYPRAKASH AGARWAL","BUY","5,00,000","20.25",
"15-SEP-2009","SUNFLAG","Sunflag Iron And Steel Co","CHARANJIV DHAWAN","SELL","17,26,201","24.00",
"15-SEP-2009","SUNFLAG","Sunflag Iron And Steel Co","SUHRIT R BHARDWAJ","BUY","17,26,201","24.00",
"24-SEP-2009","KINETICMOT","Kinetic Motor Company Ltd","CITICORP FINANCE (INDIA) LIMITED","SELL","10,64,070","26.55",
"24-SEP-2009","KINETICMOT","Kinetic Motor Company Ltd","J P M S L A/c Copthall Mauritius Investment Ltd","BUY","10,64,070","26.55",
"29-SEP-2009","SUNFLAG","Sunflag Iron And Steel Co","CHARANJIV DHAWAN","SELL","7,00,000","24.60",
"29-SEP-2009","SUNFLAG","Sunflag Iron And Steel Co","PRANAV BHARDWAJ","BUY","7,00,000","24.60",
"30-SEP-2009","PVP","PVP Ventures Limited","CITI GROUP GLOBAL MARKETS MAURITIUS PVT LTD","BUY","27,00,000","42.50",
"30-SEP-2009","PVP","PVP Ventures Limited","PVP MALAXMI ENERGY VENTURES PRIVETE LTD","SELL","27,00,000","42.50",
"08-OCT-2009","NOVAPETRO","Nova Petrochem Limited","BRIJMOHAN D CHIRIPAL","BUY","5,00,000","27.50",
"08-OCT-2009","NOVAPETRO","Nova Petrochem Limited","CHIRIPAL INDUSTRIES LIMITED","SELL","5,00,000","27.50",
"09-OCT-2009","NOVAPETRO","Nova Petrochem Limited","CHIRIPAL INDUSTRIES LIMITED","SELL","5,00,000","27.15",
"09-OCT-2009","NOVAPETRO","Nova Petrochem Limited","VEDPRAKASH DEVKINANDAN CHIRIPAL","BUY","5,00,000","27.15",
"14-OCT-2009","ADLABSFILM","Adlabs Films Limited","AAA ENTERTAINMENT PRIVATE LIMITED","SELL","24,00,000","355.00",
"14-OCT-2009","ADLABSFILM","Adlabs Films Limited","RELIANCE CAPITAL LTD","BUY","24,00,000","355.00",
"29-OCT-2009","HCLTECH","HCL Technologies Ltd.","HCL CORPORATION LTD","BUY","10,00,000","315.00",
"29-OCT-2009","HCLTECH","HCL Technologies Ltd.","HCL HOLDINGS PVT LTD","SELL","10,00,000","315.00",
"06-NOV-2009","CAMLIN","Camlin Ltd.","AVENDUS PE INVESTMENT ADVISORS PRIVATE LIMITED","BUY","12,00,000","22.10",
"06-NOV-2009","CAMLIN","Camlin Ltd.","COMGEST GROWTH PLC A/C COMGEST GROWTH INDIA","SELL","12,00,000","22.10",
"11-NOV-2009","ADHUNIK","Adhunik Metaliks Limited","BEAUMARIS INVESTMENTS LIMITED","SELL","12,50,722","100.00",
"11-NOV-2009","ADHUNIK","Adhunik Metaliks Limited","CLEARWATER CAPITAL PARTNERS SINGAPORE FUND III PRIVATE LIMI","BUY","12,50,722","100.00",
"11-NOV-2009","HGSL","Hinduja Global Sols Ltd","AASIA ESTATE DEVELOPERSS","SELL","2,00,000","545.00",
"11-NOV-2009","HGSL","Hinduja Global Sols Ltd","AASIA MANAGEMENT AND CONSULTANCY P LTD","BUY","2,00,000","545.00",
"11-NOV-2009","LYKALABS","Lyka Labs Ltd","BEAUMARIS INVESTMENTS LIMITED","SELL","9,25,811","27.00",
"11-NOV-2009","LYKALABS","Lyka Labs Ltd","CLEARWATER CAPITAL PARTNERS SINGAPORE FUND III PRIVATE LIMI","BUY","9,25,811","27.00",
"11-NOV-2009","UNITY","Unity Infraprojects Limit","BEAUMARIS INVESTMENTS LIMITED","SELL","4,17,763","440.00",
"11-NOV-2009","UNITY","Unity Infraprojects Limit","CLEARWATER CAPITAL PARTNERS SINGAPORE FUND III PRIVATE LIMI","BUY","4,17,763","440.00",
"12-NOV-2009","TATAMTRDVR","Tata Motors DVR 'A' Ord","SUNDARAM BNP FOCUS FUND","BUY","3,00,000","445.00",
"12-NOV-2009","TATAMTRDVR","Tata Motors DVR 'A' Ord","TATA SONS LIMITED","SELL","4,32,000","445.00",
"12-NOV-2009","TATAMTRDVR","Tata Motors DVR 'A' Ord","TAX SAVER OPEN ENDED","BUY","1,32,000","445.00",
"16-NOV-2009","SUNFLAG","Sunflag Iron And Steel Co","CHARANJIV DHAWAN","SELL","18,50,000","25.55",
"16-NOV-2009","SUNFLAG","Sunflag Iron And Steel Co","SUHRIT R BHARDWAJ","BUY","18,50,000","25.55",
"04-DEC-2009","MANALU","Man Aluminium Limited","JAGDISHCHANDRA J MANSHUKHANI","SELL","5,93,586","45.00",
"04-DEC-2009","MANALU","Man Aluminium Limited","MOHINDER JAIN","BUY","5,93,586","45.00",
"04-DEC-2009","MANALU","Man Aluminium Limited","RAMESHCHANDRA J MANSHUKHANI","SELL","5,80,378","45.00",
"04-DEC-2009","MANALU","Man Aluminium Limited","RAVINDER  NATH JAIN","BUY","5,80,378","45.00",
"29-DEC-2009","SUNFLAG","Sunflag Iron And Steel Co","CHARANJIV DHAWAN","SELL","14,80,299","27.30",
"29-DEC-2009","SUNFLAG","Sunflag Iron And Steel Co","SUHRIT R BHARDWAJ","BUY","14,80,299","27.30",
