"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"16-MAR-2021","TEXINFRA","Texmaco Infra & Holdg Ltd","MINAL PATEL","BUY","19,19,160","71.00",
"18-MAR-2021","FORTIS","Fortis Healthcare Limited","JHUNJHUNWALA RAKESH","BUY","86,00,000","184.65",
"18-MAR-2021","FORTIS","Fortis Healthcare Limited","RARE ENTERPRISES","SELL","86,00,000","184.65",
"24-MAR-2021","TATACOMM","Tata Communications Ltd.","GLOBE CAPITAL MARKET LTD.","SELL","2,80,000","1,084.94",
"24-MAR-2021","TATACOMM","Tata Communications Ltd.","GLOBE COMMODITIES LIMITED","BUY","2,80,000","1,084.94",
"25-MAR-2021","HARITASEAT","Harita Seating Systems Li","HARITA MALINI PRIVATE LIMITED","SELL","1,91,000","728.00",
"25-MAR-2021","HARITASEAT","Harita Seating Systems Li","HARITA PREMA LLP","BUY","1,94,000","726.00",
"25-MAR-2021","HARITASEAT","Harita Seating Systems Li","HARITA SHEELA PVT LTD","SELL","1,94,000","726.00",
"25-MAR-2021","HARITASEAT","Harita Seating Systems Li","HARITA TRADE & SERVICES PVT LTD","BUY","1,91,000","728.00",
"07-APR-2021","AUROPHARMA","Aurobindo Pharma Ltd.","JHUNJHUNWALA RAKESH","BUY","16,25,000","905.65",
"07-APR-2021","AUROPHARMA","Aurobindo Pharma Ltd.","RARE ENTERPRISES","SELL","16,25,000","905.65",
"08-APR-2021","AMBUJACEM","Ambuja Cements Ltd","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","3,94,487","308.65",
"08-APR-2021","AMBUJACEM","Ambuja Cements Ltd","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","3,94,487","308.65",
"08-APR-2021","AXISBANK","Axis Bank Limited","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","10,39,550","688.25",
"08-APR-2021","AXISBANK","Axis Bank Limited","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","10,39,550","688.25",
"08-APR-2021","BAJAJFINSV","Bajaj Finserv Limited","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","19,803","9,539.60",
"08-APR-2021","BAJAJFINSV","Bajaj Finserv Limited","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","19,803","9,539.60",
"08-APR-2021","BAJFINANCE","Bajaj Finance Limited","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","1,24,216","5,077.10",
"08-APR-2021","BAJFINANCE","Bajaj Finance Limited","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","1,24,216","5,077.10",
"08-APR-2021","DMART","Avenue Supermarts Limited","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","86,109","2,890.65",
"08-APR-2021","DMART","Avenue Supermarts Limited","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","86,109","2,890.65",
"08-APR-2021","HDFCLIFE","HDFC Life Ins Co Ltd","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","1,85,136","699.85",
"08-APR-2021","HDFCLIFE","HDFC Life Ins Co Ltd","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","1,85,136","699.85",
"08-APR-2021","JUBLFOOD","Jubilant Foodworks Limite","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","37,133","2,866.40",
"08-APR-2021","JUBLFOOD","Jubilant Foodworks Limite","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","37,133","2,866.40",
"08-APR-2021","KOTAKBANK","Kotak Mahindra Bank Limit","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","2,52,451","1,792.00",
"08-APR-2021","KOTAKBANK","Kotak Mahindra Bank Limit","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","2,52,451","1,792.00",
"08-APR-2021","M&M","Mah & Mah Ltd.","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","3,81,632","796.30",
"08-APR-2021","M&M","Mah & Mah Ltd.","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","3,81,632","796.30",
"08-APR-2021","NAUKRI","Info Edge (India) Limited","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","36,310","4,691.40",
"08-APR-2021","NAUKRI","Info Edge (India) Limited","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","36,310","4,691.40",
"08-APR-2021","NTPC","NTPC Limited","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","19,81,836","105.45",
"08-APR-2021","NTPC","NTPC Limited","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","19,81,836","105.45",
"08-APR-2021","PIDILITIND","Pidilite Industries Ltd","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","76,954","1,888.40",
"08-APR-2021","PIDILITIND","Pidilite Industries Ltd","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","76,954","1,888.40",
"08-APR-2021","TCS","Tata Consultancy Serv Ltd","THE MASTER TRUST BANK OF JAPAN LTD.AS TRUSTEE FOR GOVERNMENT PENSION INVESTMENT FUND MTBJ4000","BUY","4,33,408","3,271.40",
"08-APR-2021","TCS","Tata Consultancy Serv Ltd","THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794","SELL","4,33,408","3,271.40",
"09-APR-2021","TIMKEN","Timken India Ltd.","HDFC MUTUAL FUND","BUY","9,20,000","1,360.00",
"09-APR-2021","TIMKEN","Timken India Ltd.","NIPPON INDIA MUTUAL FUND","BUY","2,00,000","1,360.00",
"09-APR-2021","TIMKEN","Timken India Ltd.","TRICOT INVESTMENTS LIMITED","SELL","11,20,000","1,360.00",
"13-APR-2021","HDFCBANK","HDFC Bank Ltd.","DIGVIJAY FINLEASE LIMITED","SELL","1,23,800","1,370.00",
"13-APR-2021","HDFCBANK","HDFC Bank Ltd.","HARIMOHAN BANGUR","BUY","1,23,800","1,370.00",
"13-APR-2021","KANSAINER","Kansai Nerolac Paints Ltd","DIGVIJAY FINLEASE LIMITED","SELL","5,80,681","578.00",
"13-APR-2021","KANSAINER","Kansai Nerolac Paints Ltd","HARIMOHAN BANGUR","BUY","5,80,681","578.00",
"13-APR-2021","NESTLEIND","Nestle India Limited","DIGVIJAY FINLEASE LIMITED","SELL","30,593","17,100.00",
"13-APR-2021","NESTLEIND","Nestle India Limited","HARIMOHAN BANGUR","BUY","30,593","17,100.00",
"13-APR-2021","NESTLEIND","Nestle India Limited","MANNAKRISHNA INVESTMENTS PVT LTD","SELL","12,385","17,100.00",
"13-APR-2021","NESTLEIND","Nestle India Limited","PRASHANT BANGUR","BUY","12,385","17,100.00",
"13-APR-2021","ORIENTCEM","Orient Cement Ltd.","HARIMOHAN BANGUR","BUY","11,40,500","96.00",
"13-APR-2021","ORIENTCEM","Orient Cement Ltd.","NEWA INVESTMENTS PVT. LTD.","SELL","11,40,500","96.00",
"15-APR-2021","TATAMTRDVR","Tata Motors DVR 'A' Ord","JHUNJHUNWALA RAKESH","BUY","1,00,00,000","134.25",
"15-APR-2021","TATAMTRDVR","Tata Motors DVR 'A' Ord","RARE ENTERPRISES","SELL","75,00,000","134.25",
"15-APR-2021","TATAMTRDVR","Tata Motors DVR 'A' Ord","RARE ENTERPRISES","SELL","25,00,000","134.25",
"20-APR-2021","SOLARA","Solara Active Pha Sci Ltd","FIRST STATE INVESTMENT","BUY","2,30,000","1,462.30",
"20-APR-2021","SOLARA","Solara Active Pha Sci Ltd","JITESH  DEVENDRA","SELL","2,30,000","1,462.30",
"26-APR-2021","MAITHANALL","Maithan Alloys Ltd","BHAGWATI SYNDICATE PRIVATE LIMITED","BUY","9,50,600","724.00",
"26-APR-2021","MAITHANALL","Maithan Alloys Ltd","PRAHLAD RAI AGARWALLA","SELL","2,25,000","724.00",
"26-APR-2021","MAITHANALL","Maithan Alloys Ltd","RITA DEVI AGARWALLA","SELL","2,73,000","724.00",
"26-APR-2021","MAITHANALL","Maithan Alloys Ltd","SHANKAR LAL AGARWALLA","SELL","2,25,000","724.00",
"26-APR-2021","MAITHANALL","Maithan Alloys Ltd","SHEELA DEVI AGARWALLA","SELL","2,27,600","724.00",
"03-MAY-2021","MAITHANALL","Maithan Alloys Ltd","BHAGWATI SYNDICATE PRIVATE LIMITED","BUY","1,33,000","838.00",
"03-MAY-2021","MAITHANALL","Maithan Alloys Ltd","SUBHAS CHANDRA AGARWALLA","SELL","1,33,000","838.00",
"07-MAY-2021","TATASTEEL","Tata Steel Limited","JHUNJHUNWALA RAKESH","BUY","12,50,000","1,174.00",
"07-MAY-2021","TATASTEEL","Tata Steel Limited","RARE ENTERPRISES","SELL","12,50,000","1,174.00",
"10-MAY-2021","SOLARA","Solara Active Pha Sci Ltd","PRONOMZ VENTURES LLP","SELL","8,70,000","1,552.05",
"10-MAY-2021","SOLARA","Solara Active Pha Sci Ltd","SHIVANAND SHANKAR MANKEKAR (HUF)","BUY","8,70,000","1,552.05",
"10-MAY-2021","TATASTEEL","Tata Steel Limited","JHUNJHUNWALA RAKESH","BUY","25,00,000","1,181.90",
"10-MAY-2021","TATASTEEL","Tata Steel Limited","RARE ENTERPRISES","SELL","6,75,000","1,181.90",
"10-MAY-2021","TATASTEEL","Tata Steel Limited","RARE ENTERPRISES","SELL","2,25,000","1,181.90",
"10-MAY-2021","TATASTEEL","Tata Steel Limited","RARE ENTERPRISES","SELL","1,25,000","1,181.90",
"10-MAY-2021","TATASTEEL","Tata Steel Limited","RARE ENTERPRISES","SELL","14,75,000","1,181.90",
"21-MAY-2021","TATAMOTORS","Tata Motors Limited","RARE ENTERPRISES","SELL","50,00,000","313.50",
"21-MAY-2021","TATAMOTORS","Tata Motors Limited","RARE ENTERPRISES","SELL","25,00,000","313.40",
"21-MAY-2021","TATAMOTORS","Tata Motors Limited","RARE ENTERPRISES","SELL","25,00,000","313.30",
"21-MAY-2021","TATAMOTORS","Tata Motors Limited","REKHA RAKESH JHUNJHUNWALA","BUY","1,00,00,000","313.43",
"27-MAY-2021","RUPA","Rupa & Company Ltd","ABAKKUS EMERGING OPPORTUNITIES FUND-1","BUY","4,00,000","331.00",
"27-MAY-2021","RUPA","Rupa & Company Ltd","GIRIKA ADVISORY SERVICES LLP","SELL","19,00,000","331.00",
"27-MAY-2021","RUPA","Rupa & Company Ltd","GMO EMERGING MARKETS FUND","BUY","15,00,000","331.00",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","ABSL UMBRELLA UCITS FUND PLC - INDIA FRONTLINE EQUITY FUND","BUY","1,70,109","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","ADITYA BIRLA SUN LIFE MUTUAL FUND","BUY","34,66,991","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","AVENDUS ABSOLUTE RETURN FUND A/C  AVENDUS ABSOLUTE RETURN FUND","BUY","8,45,835","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","AVENDUS CAPITAL PUBLIC MARKETS ALTERNATE STRATEGIES LLP","BUY","3,69,231","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","AXIS MUTUAL FUND","BUY","8,10,044","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","BNP PARIBAS ARBITRAGE","BUY","16,20,089","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED","BUY","4,86,026","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","ICICI PRUDENTIAL MUTUAL FUND","BUY","97,20,534","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","KUWAIT INVESTMENT AUTHORITY FUND 223","BUY","8,99,149","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","MIRAE ASSET MUTUAL FUND","BUY","5,50,000","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","SBI MUTUAL FUND","BUY","40,50,222","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","SUNDARAM CLAYTON LIMITED","SELL","2,44,00,000","617.25",
"07-JUN-2021","TVSMOTOR","TVS Motor Company Limited","TARA EMERGING ASIA LIQUID FUND","BUY","14,11,770","617.25",
"09-JUN-2021","NAZARA","Nazara Technologies Ltd","ALPS/KOTAK INDIA GROWTH FUND","BUY","64,312","1,641.95",
"09-JUN-2021","NAZARA","Nazara Technologies Ltd","IIFL SPECIAL OPPORTUNITIES FUND","SELL","1,77,385","1,641.95",
"09-JUN-2021","NAZARA","Nazara Technologies Ltd","IIFL SPECIAL OPPORTUNITIES FUND SERIES 2","SELL","1,37,020","1,641.95",
"09-JUN-2021","NAZARA","Nazara Technologies Ltd","IIFL SPECIAL OPPORTUNITIES FUND SERIES 4","SELL","1,32,418","1,641.95",
"09-JUN-2021","NAZARA","Nazara Technologies Ltd","IIFL SPECIAL OPPORTUNITIES FUND SERIES 5","SELL","1,38,214","1,641.95",
"09-JUN-2021","NAZARA","Nazara Technologies Ltd","IIFL SPECIAL OPPORTUNITIES FUND SERIES 7","SELL","64,312","1,641.95",
"09-JUN-2021","NAZARA","Nazara Technologies Ltd","NORGES BANK - GOVERNMENT PENSION FUND GLOBAL","BUY","5,85,037","1,641.95",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","AJINKYA INVESTMENT & TRADING CO","SELL","46,56,000","750.80",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED","BUY","3,93,940","750.80",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","KUWAIT INVESTMENT AUTHORITY","BUY","4,66,000","750.80",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","2,00,000","750.80",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","SBI LIFE INSURANCE COMPANY LTD","BUY","19,97,860","750.80",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","SUNDARAM MUTUAL FUND","BUY","2,00,000","750.80",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","TARA EMERGING ASIA LIQUID FUND","BUY","2,66,400","750.80",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","TATA AIG LIFE INSURANCE CO LTD","BUY","9,32,000","750.80",
"11-JUN-2021","BHARATFORG","Bharat Forge Ltd","TATA MUTUAL FUND","BUY","1,99,800","750.80",
"11-JUN-2021","HEG","HEG Ltd","BHARAT INVESTMENTS GROWTH LTD","BUY","1,00,000","2,300.00",
"11-JUN-2021","HEG","HEG Ltd","JHUNJHUNWALA RAVI","SELL","1,00,000","2,300.00",
"14-JUN-2021","HEG","HEG Ltd","BHARAT INVESTMENTS GROWTH LTD","BUY","1,00,000","2,265.00",
"14-JUN-2021","HEG","HEG Ltd","JHUNJHUNWALA RAVI","SELL","1,00,000","2,265.00",
"14-JUN-2021","VGUARD","V-Guard Industries Limite","CHITTILAPPILLY THOMAS KOCHUOUSEPH","SELL","50,00,000","265.00",
"14-JUN-2021","VGUARD","V-Guard Industries Limite","SBI MUTUAL FUND","BUY","50,00,000","265.00",
"15-JUN-2021","HEG","HEG Ltd","JHUNJHUNWALA RAVI","SELL","1,50,000","2,280.00",
"15-JUN-2021","HEG","HEG Ltd","LNJ FINANCIAL SERVICES LTD","BUY","1,50,000","2,280.00",
"17-JUN-2021","HEG","HEG Ltd","PURVI VANIJYA NIYOJAN LTD","BUY","1,00,000","2,180.00",
"17-JUN-2021","HEG","HEG Ltd","RIJU JHUNJHUNWALA","SELL","1,00,000","2,180.00",
"18-JUN-2021","HEG","HEG Ltd","BHARAT INVESTMENTS GROWTH LTD","BUY","70,000","2,060.00",
"18-JUN-2021","HEG","HEG Ltd","JHUNJHUNWALA RITA","SELL","70,000","2,060.00",
"18-JUN-2021","HEG","HEG Ltd","PURVI VANIJYA NIYOJAN LTD","BUY","70,000","2,060.00",
"18-JUN-2021","HEG","HEG Ltd","RISHABH JHUNJHUNWALA","SELL","70,000","2,060.00",
"21-JUN-2021","HEG","HEG Ltd","JHUNJHUNWALA RAVI","SELL","1,50,000","2,085.00",
"21-JUN-2021","HEG","HEG Ltd","LNJ FINANCIAL SERVICES LTD","BUY","1,50,000","2,085.00",
"22-JUN-2021","HEG","HEG Ltd","GILTEDGED INDUSTRIAL SECURITIES LTD.","BUY","1,04,000","2,105.00",
"22-JUN-2021","HEG","HEG Ltd","PURVI VANIJYA NIYOJAN LTD","BUY","50,000","2,275.00",
"22-JUN-2021","HEG","HEG Ltd","RIJU JHUNJHUNWALA","SELL","50,000","2,275.00",
"22-JUN-2021","HEG","HEG Ltd","RISHABH JHUNJHUNWALA","SELL","1,04,000","2,105.00",
"23-JUN-2021","HEG","HEG Ltd","GILTEDGED INDUSTRIAL SECURITIES LTD","BUY","70,000","2,200.00",
"23-JUN-2021","HEG","HEG Ltd","GILTEDGED INDUSTRIAL SECURITIES LTD.","BUY","69,000","2,200.00",
"23-JUN-2021","HEG","HEG Ltd","JHUNJHUNWALA RITA","SELL","70,000","2,200.00",
"23-JUN-2021","HEG","HEG Ltd","RIJU JHUNJHUNWALA","SELL","69,000","2,200.00",
"23-JUN-2021","MINDAIND","Minda Industries Limited","MINDA INVESTMENTS LIMITED","BUY","8,30,000","638.00",
"23-JUN-2021","MINDAIND","Minda Industries Limited","NIRMAL KUMAR MINDA","SELL","8,30,000","638.00",
"23-JUN-2021","RBLBANK","RBL Bank Limited","ASIA CAPITAL FINANCIAL OPPORTUNITIES PTE LTD","SELL","4,72,000","212.20",
"23-JUN-2021","RBLBANK","RBL Bank Limited","JAGDISH M CHANRAI","BUY","4,72,000","212.20",
"24-JUN-2021","HEG","HEG Ltd","GILTEDGED INDUSTRIAL SECURITIES LTD","BUY","1,68,000","2,210.00",
"24-JUN-2021","HEG","HEG Ltd","JHUNJHUNWALA RAVI","SELL","98,000","2,210.00",
"24-JUN-2021","HEG","HEG Ltd","JHUNJHUNWALA RITA","SELL","70,000","2,210.00",
"28-JUN-2021","MAXIND","Max India Limited","MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED","SELL","26,83,900","70.40",
"28-JUN-2021","MAXIND","Max India Limited","SIVA ENTERPRISES PRIVATE LIMITED","BUY","26,83,900","70.40",
"28-JUN-2021","MAXVIL","Max Ventures and Inds Ltd","MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED","SELL","1,46,68,528","69.45",
"28-JUN-2021","MAXVIL","Max Ventures and Inds Ltd","SIVA ENTERPRISES PRIVATE LIMITED","BUY","1,46,68,528","69.45",
"28-JUN-2021","MINDAIND","Minda Industries Limited","NIRMAL KUMAR MINDA","SELL","4,80,000","666.00",
"28-JUN-2021","MINDAIND","Minda Industries Limited","SINGHAL FINCAP LTD","BUY","4,80,000","666.00",
"28-JUN-2021","TANLA","Tanla Platforms Limited","BANYAN INVESTMENTS LIMITED","SELL","7,14,376","836.80",
"28-JUN-2021","TANLA","Tanla Platforms Limited","MIHIR ASHOK GANDHI","SELL","1,25,000","836.80",
"28-JUN-2021","TANLA","Tanla Platforms Limited","SBI LIFE INSURANCE COMPANY LTD","BUY","5,00,000","836.80",
"28-JUN-2021","TANLA","Tanla Platforms Limited","SIDHANT  SACHDEV","SELL","1,25,000","836.80",
"28-JUN-2021","TANLA","Tanla Platforms Limited","SMALLCAP WORLD FUND INC","BUY","4,64,376","836.80",
"29-JUN-2021","GODREJPROP","Godrej Properties Ltd","BNG FAMILY TRUST","SELL","11,73,729","1,416.00",
"29-JUN-2021","GODREJPROP","Godrej Properties Ltd","GODREJ INDUSTRIES LTD","BUY","70,42,374","1,416.00",
"29-JUN-2021","GODREJPROP","Godrej Properties Ltd","HNG FAMILY TRUST","SELL","11,73,729","1,416.00",
"29-JUN-2021","GODREJPROP","Godrej Properties Ltd","NG FAMILY TRUST","SELL","11,73,729","1,416.00",
"29-JUN-2021","GODREJPROP","Godrej Properties Ltd","PG FAMILY TRUST","SELL","11,73,729","1,416.00",
"29-JUN-2021","GODREJPROP","Godrej Properties Ltd","SNG FAMILY TRUST","SELL","11,73,729","1,416.00",
"29-JUN-2021","GODREJPROP","Godrej Properties Ltd","TAD FAMILY TRUST","SELL","11,73,729","1,416.00",
"02-JUL-2021","HDFCLIFE","HDFC Life Ins Co Ltd","BNP PARIBAS ARBITRAGE","BUY","10,95,000","685.75",
"02-JUL-2021","HDFCLIFE","HDFC Life Ins Co Ltd","SEGANTII INDIA MAURITIUS","SELL","10,95,000","685.75",
"19-JUL-2021","ROSSARI","Rossari Biotech Limited","IIFL SPECIAL OPPORTUNITIES FUND SERIES 4","SELL","1,66,875","1,249.50",
"19-JUL-2021","ROSSARI","Rossari Biotech Limited","PUBLIC SECTOR PENSION INVESTMENT BOARD","BUY","1,66,875","1,249.50",
"20-JUL-2021","APOLLOHOSP","Apollo Hospitals Ltd","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","BUY","27,308","3,883.75",
"20-JUL-2021","APOLLOHOSP","Apollo Hospitals Ltd","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","SELL","27,308","3,883.75",
"20-JUL-2021","AXISBANK","Axis Bank Limited","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","BUY","2,56,489","755.20",
"20-JUL-2021","AXISBANK","Axis Bank Limited","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","SELL","2,56,489","755.20",
"20-JUL-2021","BHARTIARTL","Bharti Airtel Limited","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","BUY","3,61,879","538.45",
"20-JUL-2021","BHARTIARTL","Bharti Airtel Limited","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","SELL","3,61,879","538.45",
"20-JUL-2021","GRASIM","Grasim Ind Ltd.","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","SELL","1,08,863","1,558.80",
"20-JUL-2021","GRASIM","Grasim Ind Ltd.","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","BUY","1,08,863","1,558.80",
"20-JUL-2021","HCLTECH","HCL Technologies Ltd.","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","BUY","3,03,015","1,000.20",
"20-JUL-2021","HCLTECH","HCL Technologies Ltd.","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","SELL","3,03,015","1,000.20",
"20-JUL-2021","HDFC","HDFC Ltd.","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","SELL","1,72,808","2,481.65",
"20-JUL-2021","HDFC","HDFC Ltd.","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","BUY","1,72,808","2,481.65",
"20-JUL-2021","HDFCBANK","HDFC Bank Ltd.","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","BUY","80,745","1,471.00",
"20-JUL-2021","HDFCBANK","HDFC Bank Ltd.","HSBC GLOBAL A/C HSBC GLOBAL INVESTMENT FUNDS","SELL","80,745","1,471.00",
